863100000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,384,-119,1616,-123,0,-127,0,-131,0,-135,0,-135,0
863300000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,384,-119,1616,-123,0,-127,0,-131,0,-135,0,-135,0
863500000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,384,-119,1616,-123,0,-127,0,-131,0,-135,0,-135,0
863700000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,240,-119,1760,-123,0,-127,0,-131,0,-135,0,-135,0
863900000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,2000,-111,0,-115,0,-119,0,-123,0,-127,0,-131,0,-135,0,-135,0
864100000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,2000,-111,0,-115,0,-119,0,-123,0,-127,0,-131,0,-135,0,-135,0
864300000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,2000,-111,0,-115,0,-119,0,-123,0,-127,0,-131,0,-135,0,-135,0
864500000,-11,65368,-15,12594,-19,13873,-23,8278,-27,12868,-31,8242,-35,17456,-39,13824,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,2000,-111,0,-115,0,-119,0,-123,0,-127,0,-131,0,-135,0,-135,0
864700000,-11,65368,-15,12594,-19,13873,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,102,-119,1898,-123,0,-127,0,-131,0,-135,0,-135,0
864900000,-11,0,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,156,-119,1844,-123,0,-127,0,-131,0,-135,0,-135,0
865100000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
865300000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,208,-119,1792,-123,0,-127,0,-131,0,-135,0,-135,0
865500000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,208,-119,1792,-123,0,-127,0,-131,0,-135,0,-135,0
865700000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,208,-119,1792,-123,0,-127,0,-131,0,-135,0,-135,0
865900000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,208,-119,1792,-123,0,-127,0,-131,0,-135,0,-135,0
866100000,-11,0,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,138,-119,1862,-123,0,-127,0,-131,0,-135,0,-135,0
866300000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,138,-119,1862,-123,0,-127,0,-131,0,-135,0,-135,0
866500000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,138,-119,1862,-123,0,-127,0,-131,0,-135,0,-135,0
866700000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,247,-119,1753,-123,0,-127,0,-131,0,-135,0,-135,0
866900000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,247,-119,1753,-123,0,-127,0,-131,0,-135,0,-135,0
867100000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
867300000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
867500000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
867700000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
867900000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
868100000,-11,65280,-15,0,-19,0,-23,0,-27,0,-31,0,-35,0,-39,0,-43,0,-47,0,-51,0,-55,0,-59,0,-63,0,-67,0,-71,0,-75,0,-79,0,-83,0,-87,0,-91,0,-95,0,-99,0,-103,0,-107,0,-111,0,-115,229,-119,1771,-123,0,-127,0,-131,0,-135,0,-135,0
